"id","create_time","create_user","description","name","resource_id","resource_type","update_time"
"08739f20-04ff-4f4c-bc4c-7d716792f0af",1763600381587,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2328_t_online_syccd,"1607adcc-735a-434e-87f6-94bb5c9e0667",OFFLINE,1765247835836
"0878cd74-da59-48e3-9f1a-6c09226e9ec4",1768813841481,caa06a30-6544-44fc-af18-9dc6b6191077,"30分钟更新dws前置依赖",timer_m30_dws_15_45,"1bc88a6c-9151-4e03-b4b6-12bb6af0d121",OFFLINE,1769256879481
"08a7f1de-d810-4e9f-86df-a1e4874a7ed8",1754025159770,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2228_t_plasmaclean,"9ff8cfd7-8c72-4bff-b85e-860e9f7105b6",OFFLINE,0
"08c73517-112e-4889-a2d4-6642e70bf954",1758614647826,"24f7ac9b-3468-45e8-83a7-e944ad4ba55f",db18s2225-镭雕解除表,ods_mes20_db18s2226_t_online_syccd_del,"03402a12-c0c4-42fd-ab2c-def25a12f23b",OFFLINE,1758614709027
"092426ab-e8bf-4e19-b60d-83a9d90f9789",1768530801991,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_xxxx_t_bluetape_cell_cam,"988f02fa-7644-47ef-8697-825666ca1764",OFFLINE,1768530829357
"09586ed8-a760-4688-a5d2-4b2dd114a6ee",1762911752442,bb838d08-ca4a-4e57-bf6c-52a340394c41,ods_fine_fdldb_fdl_plan_work,ods_fine_fdldb_fdl_plan_work,"6b788d2a-63e9-45f4-be79-f8b854394346",OFFLINE,1762998174871
"097e8650-8cee-4486-b801-ce05cde5d65a",1763448307256,caa06a30-6544-44fc-af18-9dc6b6191077,"",ods_finebi_es_fine_record_operate,"04219a9f-37f3-4b81-bdbe-08a2c294aae9",OFFLINE,1763451213879
"09a06d30-537c-4759-8bd8-63381ab67ff0",1766123847395,b2b09247-950a-4aaf-944c-15caa9478b7e,线体项目生产制造复测工站班次表,dws_pm_pmf_retest_station_shift,"4eeadd90-3d7f-4cc7-8723-e7cd8519732c",OFFLINE,1768816630851
"09aeb6a9-4255-4079-9e04-598f44b61437",1763464807974,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2073_t_blacklist,db866aba-74ec-48b1-87ea-5200ca5405c8,OFFLINE,1765345981667
"0a3d4b89-fc20-486c-a16e-4e715eaeaa8d",1766648722055,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_db18s2226_t_pcd7,"7c2f2434-9641-4793-8c36-c33160bc0667",OFFLINE,1768215135089
"0a7044f2-0bf2-43ac-b119-8de72f95e418",1754018449592,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2228_t_pcm_bend1,"09c84dcb-f74a-4fcc-9a6d-94173818e052",OFFLINE,0
"0acc8179-6d8f-46a5-9921-72c140e2831d",1768530912993,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_xxxx_t_cap_pcm,"9edcc72b-52ea-4ba7-8478-4b3cd6992bff",OFFLINE,1768530934464
"0b2b9132-d296-453d-8840-03a07a2fbb04",1770107917862,bb838d08-ca4a-4e57-bf6c-52a340394c41,ZSDR004销售发货明细dwd表,dwd_fin_sales_delivery_zsdt059,"1a6ba8b1-4ca9-4296-9c97-fd2fc6cf8106",OFFLINE,1770108189344
"0b41b2ff-ae3a-4120-994b-a10c89521667",1752738059275,"77fa40b8-c1eb-4e01-8a21-cc6ea670b7dc","",共性分析-ads_18s2228_commonality_analysis,b7bed883-36fa-4683-acf1-a3e500f3bb12,DATA_SERVICE_APP,1752738059275
"0b47ecba-b50c-41b5-b0a2-ff74042f752e",1768472770611,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_db18s2225_t_pcd4,"1294b046-7622-4705-a341-01b655e265f7",OFFLINE,1768526451448
"0b813c32-ce00-43ef-9a91-ba15ab0c3628",1763430165197,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2067_t_online,"7a993634-5119-4289-ad9c-cb285be20d4c",OFFLINE,1765335070494
"0ba8d7f0-185f-44ce-bac8-29f4897206db",1768531261596,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_xxxx_t_bmu_bend2_chk,"88aa8b70-9161-485e-ae9d-3562344cb9dc",OFFLINE,1768531283380
"0bb9c27f-984d-46b9-8204-6f19f64b83e0",1767516761811,caa06a30-6544-44fc-af18-9dc6b6191077,"",dwd_pm_blacklist_barcode,ffb45d21-e982-4213-bc4a-27375e5db2c1,OFFLINE,1767748189025
"0bc66a43-649d-4f84-a884-71960afc8c2b",1768529275096,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_xxxx_t_bc_inspect,"983d0854-3c5f-4ba6-b541-e7cf74f5e035",OFFLINE,1768529318466
"0bd45804-27de-4d90-bea6-5ae14a8f95be",1768292115729,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",ods_mes20_xxxx_t_apmtdata,"1a43b9b1-0be2-4e7b-9cc4-941f9376bb64",OFFLINE,1769391044367
"0beb35e2-fc7c-4e9d-883d-4ec8b15a6832",1758611353735,caa06a30-6544-44fc-af18-9dc6b6191077,"",ods_mes20_db18s2405_t_syccd,c796a473-fa32-4773-8675-8f8312a763e4,OFFLINE,1760000538830
"0c041fc7-0144-40b2-9976-8a09c8cfa304",1757037235039,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",restcloud_PCD ,de8755ce-7a43-4079-b76f-e182c7fc017c,OFFLINE,1758092426887
"0c0bc205-01f0-45c4-8cad-6d9f3f68848c",1770531092641,bb838d08-ca4a-4e57-bf6c-52a340394c41,ods_sap_saphanadb_acdoca,ods_sap_saphanadb_acdoca,"01748d84-0de0-4178-97d9-cba3bd0ea258",OFFLINE,1770531874927
"0c1c4393-4f6c-4a7c-8672-e9a52ac5d173",1754902317300,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_mes_line_stations,f3aa0812-5e10-46d5-94d3-8c8307d65f10,OFFLINE,0
"0c352859-674b-451f-a530-edb66480fc02",1754030180027,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",ods_mes20_db18s2325_t_oqc_data,"9a93863e-3950-4f02-8d25-133b463346ec",OFFLINE,0
"0c3c1095-78f7-4f34-96f2-a27571a67135",1762247528148,caa06a30-6544-44fc-af18-9dc6b6191077,"",api_ads_em_andon_tossing,c78b3008-9e24-4dde-ba97-437f49f38fb9,DATA_SERVICE_API,1762495054534
"0c6ef343-8dea-4324-81a0-d8ac03ee003c",1753241225241,caa06a30-6544-44fc-af18-9dc6b6191077,"",ods_mes20_db18s2325_t_panda_detail,f536c00b-2941-4be5-801b-802d666a1874,OFFLINE,1767753391550
"0cc74b1c-b4d1-483d-96a8-7acb485fe9d2",1763627023425,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",ods_mes20_db18s2226_t_checkmatingvoltage,"8f1a15c8-bd3a-4c07-8371-61e16372f24e",OFFLINE,1763629883313
"0cd54814-02ea-4a8e-81f0-1616a7eff920",1761873806037,bb838d08-ca4a-4e57-bf6c-52a340394c41,BI执行日志表,ods_finebi_es_fine_record_execute,"09e56307-5707-4eec-8ff6-4b1b3bfd802f",OFFLINE,1763026060156
"0d08609f-711f-4b1f-ac79-7e288ee7ecbe",1763431142801,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2307_t_online,"10e87ac6-af44-4121-b7a2-e6703286f416",OFFLINE,1765336106659
"0d39cd5c-3b40-43c2-8a67-24e4e2a42b0b",1762323453723,caa06a30-6544-44fc-af18-9dc6b6191077,"",ads_em_andon_tossing,"09057f99-0bdc-45c6-b3c1-be7b76139a7c",OFFLINE,1762494855899
"0da7b347-9a85-437c-82bf-785b79499eb3",1763946705939,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",ods_mes20_db18s2225_t_apmtdata_post,"3df784c3-977e-4bf9-bd3a-969c6ab5d664",OFFLINE,1763951981637
"0df4cc33-8658-4218-8d4e-4e03f4475125",1761042875812,b2b09247-950a-4aaf-944c-15caa9478b7e,"ods_iot_scada_machine_health_minute_thirty 基础表
",ods_iot_scada_scada_machine_health_minute_thirty_all(废弃),acfbcd25-6e8b-4152-b4a0-4d6a243e6656,OFFLINE,1764991886441
"0e177992-e709-4b2f-a8bd-fc83f49209ea",1763454947025,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2327_t_blacklist,fc227a4d-1482-4123-81fd-5add6af2f132,OFFLINE,1765345128677
"0e1d6bc6-8c43-4ea5-85b2-48a0f8ee8fd9",1766648630295,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_db18s2225_t_pcd7,"605f0e41-4d41-4943-9d19-11ab62d71708",OFFLINE,1768214678025
"0e6d57a9-1fcc-4b9c-b7d4-3a2aa490dfc7",1766648611181,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_db18s2225_t_pcd5,"7ae1b89b-e4b9-4161-ab95-8a49f7ba9aa5",OFFLINE,1768214719803
"0f17b3e4-24eb-4957-9c47-b4d90b913b24",1768530454927,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_xxxx_t_qc_inspection_data,"8806e180-54f8-4ff1-8cd4-fa1a27a812f7",OFFLINE,1768530482955
"0f1bb558-728a-4132-9a9b-7f12f9d75efa",1769133888458,caa06a30-6544-44fc-af18-9dc6b6191077,"",dwd_pm_station_thickness_test_lab,dc6898cf-1408-4b77-ad14-a7c023cc6bb5,OFFLINE,1769138241940
"0f2f4bab-4476-4d94-ac6e-a9baba470960",1763711772665,caa06a30-6544-44fc-af18-9dc6b6191077,"",ods_mes20_db18s2402_t_online_bmu,bef8b283-7f1e-4a43-8ab6-37da73839f12,OFFLINE,1765250703167
"0f5496f1-2621-4184-909a-787e665177da",1764902947087,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",ods_mes20_db18s2329_t_panda_head,e650ccbb-c15d-420e-91d7-b26ec6b8857f,OFFLINE,1764903009811
"0f741e26-65d2-404c-a814-b7b4d07867e8",1758612588525,caa06a30-6544-44fc-af18-9dc6b6191077,"",ods_mes20_db18s2407_t_syccd,"23a66cca-f8c4-4e4c-9fe2-2e5d90342134",OFFLINE,1760002293316
"0f7e1ada-f6c5-4575-8f0f-28545baf291e",1764659972650,caa06a30-6544-44fc-af18-9dc6b6191077,IQC的ACMT工站测试数据,ods_mes20_db18s2226_t_acmtdata,"63d4779e-06f1-465a-8e18-f3e6a87321b4",OFFLINE,1764660157044
"0ff98005-8f49-4823-b6ee-4fa843100cf1",1753953195042,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2228_t_cell_location_p,f850d782-960b-49f1-acf9-deced0e0a7bb,OFFLINE,0
"102534b7-253b-4be2-a46a-132e4544419f",1753253915124,caa06a30-6544-44fc-af18-9dc6b6191077,"",ods_mes20_db18s2325_t_ccd_check_barcode,"14f52f1f-f906-4f3a-8d6b-27560c3d10be",OFFLINE,0
"105212cf-bd41-4eca-b7a5-86cbe389b61f",1768197732426,bff32ae5-71f9-4157-98a0-96b919e42f30,"",dwd_pm_blacklist_station_error_code_statistics,"709d55c9-da9d-4553-b093-14a5342f3d2e",OFFLINE,1768886840761
"10b72ec6-16bd-455e-95a3-4285dbf1b2a6",1766478570670,bb838d08-ca4a-4e57-bf6c-52a340394c41,fdl调度当天明细业务表,ads_sys_fdl_task_currentdate_execute,"88fd49ec-f525-4e32-89ec-b8a79d556991",OFFLINE,1770514940769
"1112f74a-d5c6-4a14-9e74-0c696cc46585",1763946116848,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2086_t_online,d7e9e1c6-794b-44d2-82cb-812be469265d,OFFLINE,1764233019154
"1138252e-a094-4157-9601-fab47c83e5cb",1763712243079,caa06a30-6544-44fc-af18-9dc6b6191077,"",ods_mes20_db18s2409_t_online_bmu,"4cab525d-60c5-46d4-987b-b3f0df7f25b2",OFFLINE,1765250106880
"11d75dba-4519-473f-819f-465962eab5a3",1763630249922,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",ods_mes20_db18s2225_t_ros,"137809a4-dede-4159-899c-774ea0aedbb4",OFFLINE,1763687444705
"12069312-83cb-4fc2-bd9b-5968ae576987",1765157330650,b2b09247-950a-4aaf-944c-15caa9478b7e,工站生产质量不良缺陷班次表,dws_pqa_dfct_shift,"6b648b06-c9ce-4674-9b22-f35970c610c6",OFFLINE,1767581342687
"120a6563-3f7f-4830-8c76-3fda3d85a80f",1764663976732,caa06a30-6544-44fc-af18-9dc6b6191077,IQC的ACMT工站测试数据,ods_mes20_db18s2337_t_acmtdata,c5644875-56a0-4a6f-be7b-eae396e4f949,OFFLINE,1764664036403
"1293fef6-bf3e-4c00-b3e4-a4427fbe18c9",1753164472365,"77fa40b8-c1eb-4e01-8a21-cc6ea670b7dc","",ods_mes20_mes_produce_process_route_header,"8a2b4f94-8a27-4821-8d78-62d67e260108",OFFLINE,1767095044648
"129e9711-17da-4f65-a1d5-3f65da2fc96c",1768530187890,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_xxxx_t_psa_data,"80a8b575-28cf-4c9b-8b53-cef3f15d2666",OFFLINE,1768530208767
